53, Private, 234721, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K
58, Private, 216851, 9th, 5, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, El-Salvador, <=50K
63, Private, 287277, HS-grad, 9, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
57, Private, 64960, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 45, United-States, <=50K
54, Private, 139850, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 45, United-States, >50K
67, Self-emp-not-inc, 431426, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, White, Female, 20051, 0, 4, United-States, >50K
75, Private, 256474, Masters, 14, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 16, United-States, <=50K
52, Private, 145155, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
56, Self-emp-not-inc, 201318, 9th, 5, Married-civ-spouse, Exec-managerial, Other-relative, White, Male, 3411, 0, 50, Columbia, <=50K
59, Private, 81973, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K
54, Private, 123011, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
58, Self-emp-not-inc, 261230, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
52, Private, 292110, 5th-6th, 3, Never-married, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
60, Private, 372838, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 187356, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 66, United-States, <=50K
53, Private, 247651, 7th-8th, 4, Divorced, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 56, United-States, <=50K
64, Private, 75577, 7th-8th, 4, Married-civ-spouse, Adm-clerical, Husband, White, Male, 2580, 0, 50, United-States, <=50K
51, Self-emp-not-inc, 46401, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
64, Self-emp-not-inc, 103643, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 15, United-States, >50K
58, Private, 320102, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
53, Private, 347446, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
56, Private, 109015, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 7688, 0, 50, United-States, >50K
78, Private, 135566, HS-grad, 9, Widowed, Sales, Unmarried, White, Female, 2329, 0, 12, United-States, <=50K
67, Without-pay, 137192, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 12, Philippines, <=50K
75, Self-emp-not-inc, 36325, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, United-States, <=50K
51, Federal-gov, 100653, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 8, United-States, <=50K
54, Private, 340476, HS-grad, 9, Separated, Sales, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
61, Self-emp-not-inc, 196773, 7th-8th, 4, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, >50K
55, Private, 175071, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Black, Male, 15024, 0, 40, United-States, >50K
67, Self-emp-inc, 111321, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 16, United-States, <=50K
52, Private, 165681, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
59, Private, 314149, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 1740, 50, United-States, <=50K
53, Local-gov, 164300, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, Dominican-Republic, <=50K
59, Private, 96459, 11th, 7, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
60, Private, 178312, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 65, United-States, >50K
58, Self-emp-inc, 78104, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 60, United-States, >50K
58, Local-gov, 32855, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States, <=50K
58, Private, 142326, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
61, Self-emp-not-inc, 201965, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
58, Private, 172333, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 40, United-States, >50K
59, Private, 170988, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K
56, Self-emp-inc, 32316, 12th, 8, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
60, Private, 206339, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Local-gov, 89705, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
59, Self-emp-not-inc, 81107, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 80, United-States, >50K
64, Private, 114994, Some-college, 10, Separated, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
66, Private, 113323, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 20051, 0, 40, United-States, >50K
60, Private, 202226, Some-college, 10, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 44, United-States, >50K
54, Private, 308087, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1977, 18, United-States, >50K
51, Local-gov, 153908, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
60, Self-emp-inc, 160062, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 25, United-States, <=50K
63, Private, 131519, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
60, Private, 532845, 1st-4th, 2, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, >50K
60, Private, 185836, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
58, Private, 200040, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 346871, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Male, 4787, 0, 46, United-States, >50K
69, Self-emp-not-inc, 185039, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 9386, 0, 12, United-States, >50K
52, Self-emp-not-inc, 138611, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 55, United-States, >50K
58, Private, 205235, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, >50K
62, Private, 91433, 10th, 6, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
56, Local-gov, 157525, Some-college, 10, Divorced, Protective-serv, Not-in-family, Black, Male, 0, 0, 48, United-States, <=50K
66, Private, 178120, 5th-6th, 3, Divorced, Priv-house-serv, Not-in-family, Black, Female, 0, 0, 15, United-States, <=50K
55, Private, 189719, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
54, Private, 141663, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 15, United-States, <=50K
56, Private, 92215, 9th, 5, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
53, Private, 151864, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
69, Private, 213249, Assoc-voc, 11, Widowed, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
54, Private, 420691, 1st-4th, 2, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico, <=50K
52, Private, 145879, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 65, United-States, <=50K
62, Private, 138621, Assoc-voc, 11, Separated, Priv-house-serv, Not-in-family, Black, Female, 0, 0, 20, United-States, <=50K
75, Self-emp-not-inc, 213349, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 20, United-States, <=50K
64, Private, 192884, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K
54, Private, 103024, HS-grad, 9, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 42, United-States, >50K
51, Private, 177705, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
61, Private, 316359, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
56, Private, 271795, 11th, 7, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 49, United-States, <=50K
55, Private, 189933, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 84, United-States, <=50K
52, Local-gov, 236497, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
64, Private, 59829, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 25, France, <=50K
74, Private, 84197, Masters, 14, Divorced, Sales, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K
51, Private, 306790, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
70, Private, 187891, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 138852, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 7298, 0, 40, El-Salvador, >50K
53, Private, 285621, Masters, 14, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
64, Private, 218490, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 27828, 0, 55, United-States, >50K
64, Private, 236341, 5th-6th, 3, Widowed, Other-service, Not-in-family, Black, Female, 0, 0, 16, United-States, <=50K
66, Local-gov, 179285, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3432, 0, 20, United-States, <=50K
55, Private, 110748, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States, >50K
81, Self-emp-not-inc, 193237, 1st-4th, 2, Widowed, Sales, Other-relative, White, Male, 0, 0, 45, Mexico, <=50K
61, Private, 178312, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 42, United-States, <=50K
53, Private, 130143, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K
60, Private, 399387, 7th-8th, 4, Separated, Priv-house-serv, Unmarried, Black, Female, 0, 0, 15, United-States, <=50K
51, Federal-gov, 293196, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Private, 95329, Masters, 14, Divorced, Protective-serv, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 327589, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
51, Self-emp-inc, 230095, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
62, Private, 174711, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
56, Private, 133819, HS-grad, 9, Separated, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
55, Private, 184882, Assoc-voc, 11, Married-civ-spouse, Transport-moving, Husband, White, Male, 5178, 0, 50, United-States, >50K
66, Private, 234743, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 24, United-States, <=50K
61, Private, 86067, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 40, United-States, >50K
64, Private, 66634, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Male, 27828, 0, 50, United-States, >50K
58, Private, 407138, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 2936, 0, 50, Mexico, <=50K
58, Private, 31732, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
52, Private, 117496, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 1755, 40, United-States, >50K
56, Private, 76281, Bachelors, 13, Married-spouse-absent, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
60, Self-emp-not-inc, 187794, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 3103, 0, 60, United-States, >50K
58, Self-emp-not-inc, 234841, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 72, United-States, <=50K
66, State-gov, 162945, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 20051, 0, 55, United-States, >50K
52, Private, 195638, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
57, Self-emp-not-inc, 118806, 1st-4th, 2, Widowed, Craft-repair, Other-relative, White, Female, 0, 1602, 45, Columbia, <=50K
51, Self-emp-not-inc, 32372, 12th, 8, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 99, United-States, <=50K
60, Federal-gov, 119832, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7298, 0, 40, United-States, >50K
58, Local-gov, 212864, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 3908, 0, 40, United-States, <=50K
52, Private, 232024, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
59, Private, 158813, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
54, Private, 215990, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 7688, 0, 40, United-States, >50K
54, Self-emp-not-inc, 156800, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
56, Private, 179641, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
61, Private, 141745, HS-grad, 9, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
62, Private, 148113, 10th, 6, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
62, Self-emp-not-inc, 75478, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
58, Private, 183810, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, Self-emp-not-inc, 53366, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 20, United-States, <=50K
55, Private, 61708, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 6418, 0, 50, United-States, >50K
53, Private, 72257, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K
60, Local-gov, 48788, Bachelors, 13, Separated, Prof-specialty, Unmarried, White, Female, 5455, 0, 55, United-States, <=50K
73, Private, 147551, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2174, 50, United-States, >50K
64, Private, 166715, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States, <=50K
51, Private, 241745, 5th-6th, 3, Separated, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K
61, Local-gov, 248595, 1st-4th, 2, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico, <=50K
52, Private, 90189, 7th-8th, 4, Divorced, Priv-house-serv, Own-child, Black, Female, 0, 0, 16, United-States, <=50K
52, Local-gov, 298035, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 36480, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 50, United-States, >50K
63, Local-gov, 214143, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, Cuba, <=50K
60, Private, 142922, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
51, Private, 673764, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 27828, 0, 40, United-States, >50K
53, Private, 152657, 10th, 6, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
55, Local-gov, 176046, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 2267, 40, United-States, <=50K
51, Private, 328947, Some-college, 10, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 148431, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
62, Private, 244087, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 50, United-States, >50K
66, Self-emp-inc, 102663, 7th-8th, 4, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
69, Private, 361561, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 3, United-States, <=50K
55, Private, 368797, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 60, United-States, >50K
53, Private, 312446, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
56, Private, 235197, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
